Timestamp,,Artist?,Album Name?,"Version Number? (This is usually needed to catalog, but it's difficult to find sometimes so don't worry too much.)","Is the CD case broken (breaks in half, CD won't stay in place, etc.)?","If you know the label number but the CD case itself is missing, please fill in ""N/A"" for the required questions and select this as an option.",Anything else you’d like to add or mention?,Rateyourmusic.com ?,Other:
6/20/2024 19:22:46,11849,Sixteen Horsepower,Folklore,TWA049CD,No,,,,
6/20/2024 19:23:32,11850,Kind of Like Spitting ,Bridges Worth Burning ,,No,,,,
6/20/2024 19:24:13,11851,V/A,24 Hour Party People Soundtrack,R2-78136,No,,,,
7/25/2024 17:12:05,11852,Pulp,We Love Life,06076-83204-2,No,,,,
7/25/2024 18:13:35,11853,Sasha,Airdrawndagger,KNADV 54725-2,No,,,,
7/25/2024 18:12:32,11854,Frank Black and the Catholics,Devil's Workshop,spart 112,No,,,,
2/5/2024 19:06:35,11856,Spoon,Kill the Moonlight,MRG215,Yes,,,,
7/25/2024 18:14:41,11856,Spoon,Kill The Moonlight,MRG215,Yes,,,,
2/5/2024 19:04:31,11857,Galaxie 500,This is Our Music,RUS 86-2,Yes,,,,
2/5/2024 19:03:19,11858,Uncle Tupelo,89/93: An Anthology,,No,,,,
2/5/2024 19:02:27,11859,Rufus Wainwright,Poses,,No,,burned copy,,
2/5/2024 19:01:41,11900,Coheed and Cambria,The Second Stage Turbine Blade,,No,,burned copy,,
2/5/2024 19:01:09,11901,DJ Shadow,Funk Spectrum,,No,,burned copy,,
2/5/2024 19:00:17,11902,Giant Sand,Center of the Universe,,No,,burned copy,,
2/5/2024 18:58:50,11903,Giant Sand,Ramp,,No,,burned copy,,
2/5/2024 18:57:49,11904,Swayzak,Dirty Dancing,!K7128,No,,promo cd,,
2/5/2024 18:57:02,11905,Bouncingsouls/Anti-Flag,BYO Split Series/Volume IV,BYO 084,No,,,,
2/5/2024 18:55:34,11906,the bloody hollies,got it where it counts!,GP17,No,,,,
2/5/2024 18:54:39,11907,Karsh Kale,Redesign,657036 1074-2,No,,,,
2/5/2024 18:53:00,11908,Golden,Apollo Stars,NRL001,No,,,,
2/5/2024 19:20:17,11909,MudHoney ,Since we’ve become translucent ,,No,,,,
2/5/2024 19:18:37,11910,Tara Jane O’Neil and Daniel Littleton ,Music for a meteor shower ,TS-028,No,,,,
2/5/2024 19:16:33,11911,12:01,Time for a taste ,,No,,,,
2/5/2024 19:08:47,11912,Les Sans Cullotes,Faux Realism ,Aero 0015,No,,French ,,
2/5/2024 19:05:54,11913,Herman Düne and Cerberus Shoal,The whys and hows of…,,No,,,,
2/5/2024 19:03:50,11914,Tarwater,Dwellers on the threshold ,Mute 9188-2,Yes,,Front of CD case is cracked ,,
2/5/2024 19:01:41,11915,Wauvenfold,3fold,Ts-032,No,,,,
2/5/2024 18:59:25,11916,The Philadelphia Experiment ,Remixed ,0-7567-93122-2-8,Yes,,,,
2/5/2024 18:57:03,11917,Valvola / DJ Spectra,Venus 69,,No,,,,
2/5/2024 18:55:01,11918,Windsor for the derby ,The emotional rescue ,Ast24cd,No,,,,
2/5/2024 18:53:11,11919,Mike Johnson ,What would you do ,,No,,,,
2/5/2024 18:50:38,11920,Irving,Good Morning Beautiful ,Em-006,Yes,,,,
2/5/2024 18:57:36,11922,Afel Bocoum,Mali Music,ASW 17475,No,,,,
2/5/2024 18:55:25,11923,Vu,seven grain ,WH-0239-2,No,,,,
2/5/2024 18:57:24,11923,Variable Unit ,Seven Grain ,WH-0239-2,No,,,,
2/5/2024 18:55:50,11924,Rasputina ,My Fever Broke ,INS609-2,No,,,,
2/5/2024 18:53:12,11925,Orbital,1989-2002,R2 74493,No,,,,
2/5/2024 18:53:01,11926,The Standard ,August ,tg23cd,No,,,,
2/5/2024 18:50:43,11927,The Mercury Program,A Data Learn the Language ,TS-029,No,,,,
2/5/2024 18:51:07,11928,IVY,guestroom ,mfPRO-45,No,,,,
2/5/2024 18:49:23,11929,Low,Trust,krank052,Yes,,,,
2/5/2024 18:49:22,11930,cynthia dall ,sound restores Young men,dc132cd,Yes,,,,
2/5/2024 18:50:52,11931,Sing-Sing,The Joy of,MFO43501,No,,,,
2/5/2024 18:52:38,11932,Wire,Read & Burn,,No,,,,
2/5/2024 18:56:00,11934,Various,Sónar 2002,Disc 1: 73138-35995-2 // Disc 2: 73138-35995-2,Yes,,,,
2/5/2024 18:57:10,11935,Maserati,The Language of Cities,KCO74,No,,,,
2/5/2024 18:58:31,11936,The Pattern,Red Feelness,LK 285,No,,,,
2/5/2024 18:59:55,11937,Great Lakes,The distance Between,,No,,,,
2/5/2024 19:01:20,11938,Q and Not U,Different Damage,DIS133CD,No,,,,
2/5/2024 19:02:32,11939,Lovers,Star Lit Sunken Ship,,No,,,,
2/5/2024 19:03:37,11940,Doug Martsch,Now You Know,9 48338-2,No,,,,
2/5/2024 19:11:31,11941,No Knife,Riot for Romance,BLR 015,No,,,,
2/5/2024 19:10:32,11942,James Yorkston and the Athletes,Moving Up Country,WIGCD197,No,,,,
2/5/2024 19:08:58,11943,Broken Spindles,S/T,,No,,,,
2/5/2024 19:07:44,11944,Mount Sims,Ultra Sex,emn7059-2,Yes,,,,
2/5/2024 19:05:58,11945,X-Press 2,MUZIKIZUM,507666 2,No,,,,
2/5/2024 19:01:38,11947,The Microphones,Song Islands ,,No,,,,
2/5/2024 18:59:46,11948,Diverse,Untitled,N/A,No,,No title listed. College radio edit,,
2/5/2024 18:56:23,11949,The Czars,X would rather listen to Y than suffer through a C of Z’s—Tour EP,N/A,No,,"Burned copy of tour only EP, promotional ",,
2/5/2024 18:52:31,11950,The Fire Show,Saint the Fire Show,PER022,No,,,,
2/5/2024 18:50:35,11951,Rocket From the Crypt,Hot Charity/Cut Carefully and Play Loud,SWA112,No,,,,
2/5/2024 18:51:16,11952,VA,Dexter’s Laboratory The Hip Hop Experiment ,,No,,,,
2/5/2024 18:53:01,11953,Speedometer,Private,,No,,,,
2/5/2024 18:54:32,11954,Faultline ,Your Love Means Everything ,,Yes,,Promo cd,,
2/5/2024 18:55:46,11955,Milemarker ,Satanic Versus,JT1078,Yes,,,,
2/5/2024 18:57:02,11956,Polara,Jetpack Blues,IMCD2501,No,,,,
2/5/2024 18:58:23,11957,The Boy’s Star Library,Sugar & Water,bBR-43,No,,,,
2/5/2024 19:00:54,11958,Operation Makeout,Hang Loose,#MRD-063,No,,,,
2/5/2024 19:02:09,11959,Casino vs. Japan,Whole Numbers Play the Basics,,No,,,,
2/5/2024 19:02:28,11960,Iron & Wine,The creek drank the cradle,Pcd600,No,,,,
2/5/2024 19:01:14,11961,LADYTRON,Light & Magic,Emn7058-2,Yes,,,,
2/5/2024 19:00:14,11962,Boom Bip,Seed to Sun,8.01062E+11,No,,,,
3/24/2023 12:29:52,12101,Tino,Toni’s Breaks Vol. 6 Hallowe’en Dub,TNO 2006-2,No,,,,
3/24/2023 16:37:25,12174,Boards of Canada,Twoism,WARPCD70,No,,,,
3/13/2023 18:29:13,13211,Azure Ray,The Drinks We Drank Last Night,,No,,,,
3/13/2023 18:30:57,13212,Neil Michael hagerty,The Howling Hex,dc227cd,No,,,,
3/13/2023 18:39:03,13213,Amon Tobis,Amon Tobin Verbal Remixes and Collaborations,ZEN CDS138,Yes,,,,
3/13/2023 18:41:03,13214,April March,Triggers,PIASA 25,No,,,,
3/13/2023 18:00:40,13617,Faris Nourallah,Problematico ,,No,,,,
3/20/2024 14:23:04,14188,Biddy Biddy Biddy ,Logic Makes us Look Good ,AM0007,No,,,,
3/20/2023 18:28:06,14842,Lateef & The Chief: Maroons,Ambush,80702-2,No,,,,
3/20/2023 17:53:11,15127,And You Will Know Us By The Trail of Dead,Worlds apart,B0003290-02,No,,,,
3/20/2023 17:54:42,15128,Liz Durrett,Husk,WARM,No,,,,
3/20/2023 17:55:48,15129,Nedelle,From The Lion’s Mouth,KRS424,No,,,,
3/20/2023 17:56:43,15130,Archer Prewitt,Wilderness,THRILL 149,No,,,,
3/20/2023 17:58:01,15131,Clem Snide,End of Love,SPART 156,No,,,,
3/20/2023 17:59:25,15132,Susanne Lewis,Venus Handcuffs,AD HOC 06,No,,,,
3/20/2023 18:01:21,15133,Tah Mahal,An Evening of Acoustic Music,Ruf 10009,No,,,,
3/20/2023 18:03:15,15134,Shearwater,Thieves,MSR029,No,,,,
3/20/2023 18:04:52,15135,The Willowz,Are Coming,SFTRI 750,No,,,,
3/20/2023 18:06:05,15136,Todd snider,Nashville skyline,CBR-032,No,,,,
3/20/2023 18:07:26,15137,M83,Don’t Save Us From The Flames,9283-2,No,,,,
3/20/2023 18:08:31,15138,Dave Van Ronk,"…and the tin pan bended, and the story ended…",SFW CD 40156,No,,,,
3/20/2023 18:34:34,15220,Mobius Band ,City vs. Country ,GI-41,No,,,,
3/20/2023 18:33:46,15221,The ultra boyz/MMC3,Comp. ,,No,,,,
3/20/2023 18:32:59,15222,Decibully,Sing Out America! ,PRCO84,No,,,,
3/20/2023 18:31:55,15223,Dj Thought’s Compilation ,2/27/05,,No,,,,
3/20/2023 18:30:58,15224,Heikki,2,MMR 030,No,,,,
3/20/2023 18:30:00,15225,Harpswell sound ,skylight ,cap016,No,,,,
3/20/2023 18:29:10,15226,Pit Er PaT,Shakey ,THRILL 154,No,,,,
3/20/2023 18:28:17,15227,dierdre ,one,657036 1107-2,No,,,,
3/20/2023 18:27:21,15228,the swayback,the swayback ,,No,,,,
3/20/2023 18:26:02,15229,A fir-ju well ,absolutely ,HITS-09,No,,,,
3/20/2023 18:24:37,15230,Build Buildings ,There is a problem with my tape recorder ,,No,,,,
3/20/2023 18:23:45,15231,Adam Green ,Gemstones,RTA30050-2,No,,,,
3/20/2023 18:22:35,15232,De Novo Dahl ,Cats & Kittens ,TER-010,No,,,,
3/20/2023 18:21:26,15233,General Payton vs the executioners ,joint special operations task force ,IPC 60,No,,,,
3/20/2023 18:20:13,15234,guapo ,black oni ,,Yes,,,,
3/20/2023 18:19:19,15235,the valley ,S/T,SWINGLINE 003,Yes,,,,
3/20/2023 18:17:55,15237,sole ,live from rome ,abr0048,No,,,,
3/20/2023 18:16:53,15238,the blue van ,the art of rolling ,TV-2710-2,No,,,,
3/20/2023 18:16:04,15239,Beck,Gameboy Variations (Hell Yes EP) ,INTR-11348-2,No,,,,
3/20/2023 18:14:09,15240,sightings,arrived in gold,LOAD 065,No,,,,
3/20/2023 18:13:14,15241,tarantula ,S/T,,No,,,,
3/20/2023 18:12:03,15242,Great Lake Swimmers,S/T,MSR032,Yes,,,,
3/20/2023 18:10:53,15243,angels of light ,Sing “other people”,,No,,,,
3/20/2023 18:09:51,15244,outhud,let us never speak of it again ,krank082,No,,,,
3/20/2023 18:08:38,15245,signaldrift ,Girl,ag110,Yes,,,,
3/20/2023 18:06:46,15246,the mars volta,francis the mute,BOOO4129-02,Yes,,,,
3/20/2023 18:05:07,15247,V/A,Thai country groove from Isan ,SF019,No,,,,
3/20/2023 18:03:40,15248,fischerspooner,odyssey,DPRO 7087 6 19212 2 9,No,,,,
3/20/2023 18:01:55,15249,melodium,anaemia ,ADR 056,No,,,,
3/13/2023 18:18:51,15250,The Minus Story,Heaven and Well,jagjaguwar,No,,,,
3/13/2023 18:16:05,15251,Destroyalldreamers,À COEUR LÉGER SOMMEIL SANGLANT,wam017,No,,,,
3/13/2023 18:12:41,15252,Catherine Jauniaux,Fluvial,AD HOC 02,No,,,,
3/13/2023 18:08:39,15253,V/A,West4East vol.1,,No,,,,
3/13/2023 18:05:43,15254,Ffa Coffi Pawb,Am Byth,SKY-003,No,,,,
3/13/2023 18:03:53,15255,Andy Boyle,Ramshackle Pier,AD HOC 05,Yes,,,,
3/13/2023 18:01:19,15256,Hella,Church Gone Wild / Chirpin Hard,,Yes,,First CD doesn't stay in place ,,
3/13/2023 17:57:08,15257,BBQ,Tie your Noose,BompBCD4090,No,,,,
3/13/2023 17:52:34,15258,Ana da Silva ,The Lighthouse,CoSR 13 CD,No,,,,
3/13/2023 18:33:47,15259,Charming Hostess,Punch,LC-02677,No,,,,
3/13/2023 18:31:23,15261,Om,Variations on a Theme,Holy Mountain 77525,Yes,,,,
3/13/2023 18:29:21,15262,The Ugly Beats!,Bring on the Beats,GH-1126CD,No,,,,
3/13/2023 18:27:35,15263,The Decemberists,Picaresque,KRS425,No,,,,
3/13/2023 18:25:08,15264,Alasdair Roberts,No Earthly Man,DC283CD,No,,,,
3/13/2023 18:23:32,15265,Specs One,Return of the Artist,,No,,,,
3/13/2023 18:21:59,15267,Daft Punk,Human After All,,No,,,,
3/13/2023 18:10:36,15292,Kimya Dawson,Hidden Vagenda,KLP165,No,,,,
3/8/2023 12:10:25,16009,Koenjihyakkei,Angherr Shisspa,GR78CD,No,,,,
3/13/2023 15:35:48,18007,St. Vincent,Marry Me,BBQ CD 254,Yes,,Paper slip inside with 11746 and 18007 written on it?,,
,18632,The Dodos,Visitor,FKR 033-2,No,,,Yes,
,18633,Goldfrapp,Seventh Tree,9381 - 2,No,,,Yes,
,18634,Autechre,Quaristice,WARPCD333,No,,,Yes,
,18635,V/A,Local Anesthetic,SMOOCH18P,No,,,Yes,
,18636,Tall Firs,Too Old To Die Young,B0010848-02,No,,,Yes,
,18637,Bauhaus,Go Away White,BAUCD001,No,,,Yes,
,18638,Excepter,Debt Dept,PAW21,No,,,Yes,
,18639,Ainsley Burrows,Evolver,CD022608,No,,,,No RYM artist
,18640,Sera Cahoone,Only as the Day is Long,SPCD759,Yes,,,Yes,
,18641,Los Campesinos!,"Hold On Now, Youngster…",A&C031,No,,,Yes,
,18642,State Bird,Mostly Ghostly,TRM-010,No,,,Yes,Missing label
,18643,Crystal Castles,Crystal Castles,Q2 00962,Yes,,,Yes,
3/8/2023 1:27:10,18644,N/A,N/A,,,Missing,,,
,18645,PacificUV,Longplay2,,No,,,Yes,
,18646,Fink,Distance and Time,ZENCD136,Yes,,,Yes,
,18647,Astral,Sleepwalker,Vcd01,No,,,,No RYM artist
,18648,One Be Lo,The R.e.b.i.r.t.h.,,Yes,,,Yes,
,18649,The Black Hollies,Casting Shadows,EJRC036,No,,,Yes,
,18650,Big Dipper,Supercluster: The Big Dipper Anthology,MRG303,No,,,Yes,
,18651,Cadence Weapon,Afterparty Babies,86876-2,No,,,Yes,
3/8/2023 1:27:41,18652,N/A,N/A,,,Missing,,,
,18653,Everest,Ghost Notes,PROMO CD 453372,No,,,Yes,
,18654,The Silver State,Cut And Run,,No,,,Yes,
,18655,Lucky Dragons,Dream Island Laughing Language,MAR051,No,,,Yes,
,18656,Color Revolt,"Plunder, Beg, And Curse",FP111-2,No,,,Yes,
,18657,V/A,Back From The Grave Vol. 8,CR-0062,No,,,Yes,
3/8/2023 1:28:05,18658,N/A,N/A,,,Missing,,,
,18659,Be Your Own Pet,Get Awkward,B0010784-02,No,,,Yes,
,18660,Rocket From The Crypt,R.I.P. [Live],VR461,No,,,Yes,
,18703,Nick Cave The Bad Seeds,"Dig, Lazarus, Dig!!!",ANTI 86943-2,No,,,Yes,
,18704,Ghosty,Answers,OXR03,No,,,,No RYM artist
,18705,N/A,N/A,,,Missing,,,
,18706,Plants and Animals,Parc Avenue,SCR008CD,No,,,Yes,
,18707,The Foxglove Hunt,Stop Heartbeat,CWM04,No,,,Yes,
3/9/2023 15:19:10,18708,Man Man,Rabbit Habits,ANTI 86942-2,No,,,,
3/9/2023 15:20:00,18709,Peter von Poehl,Going to Where the Tea Trees Are,BEU415,No,,,,
3/9/2023 15:20:47,18710,N/A,N/A,,,Missing,,,
3/9/2023 15:21:13,18711,Volplane,1997-1999,FACD9,No,,,,
3/9/2023 15:21:47,18712,Death Cab for Cutie,Narrow Stairs,452796-2,No,,,,
3/9/2023 15:22:03,18713,N/A,N/A,,,Missing,,,
3/9/2023 15:22:19,18714,N/A,N/A,,,Missing,,,
3/9/2023 15:23:21,18715,Tapes ‘N Tapes,Walk It Off,XL CD 338,No,,,,
3/9/2023 15:23:46,18716,Cut Copy,In Ghost Colors,MODCD050,No,,,,
3/9/2023 15:24:23,18717,The Black Keys,Attack & Release,NONESUCH 292476-2,No,,,,
3/9/2023 15:24:45,18718,DJ Delores,1 Real,Zir31,No,,,,
3/9/2023 15:25:13,18719,V/A,When The Ice Melts,EXP-10,Yes,,,,
3/9/2023 15:26:13,18720,Clinic,Do It!,DNO-173,No,,,,
3/9/2023 15:26:46,18721,Raconteurs,Consolers Of The Lovely,2-456060,No,,,,
3/9/2023 15:27:25,18722,The Heavy Hearts,A Killer of Snakes,SS002,No,,,,
3/9/2023 15:27:58,18723,Silje Nes,Ames Room,FAT-SP16,No,,,,
3/9/2023 15:28:26,18724,Mochipet,Microphonepet,DCR127,Yes,,,,
3/10/2023 12:53:11,18725,The Microphones,The Glow Pt. 2 (Expansion Reissue),KLP190,No,,,,
3/10/2023 12:53:45,18726,The Breeders,Mountain Battles,CAD 2803CD,No,,,,
,18727,Witch,Paralyzed,FPE-085,No,,,,
,18728,Neva Dinova,You May Already Be Dreaming,LBJ-117PR,No,,,,
,18729,Wye Oak,If Children,,No,,,,
,18730,Larytta,Larytta EP / Ya-Ya-Ya,crds05/crds09,No,,,,
,18731,This is my Condition and Dan Kosak,This Mission,,No,,,,
,18732,This is my Condition,Cut Loose,,No,,,,
,18733,The Capstan Shafts,Her Versus The Sad Cold Eventually,ASA55,No,,,,
,18734,Cornelius,Gum,EVE019,No,,,,
,18735,Delta Spirit,Ode To Sunshine,11661-9082-2PA,No,,,,
,18736,Lo Fine,Not For Us Two,PGN0025,No,,,,
,18737,French Kicks,Swimming,,No,,,,
,18738,Jim Noir,Jim Noir,,No,,,,
,18739,Someone Still Loves You Boris Yeltsin,Pershing,PRC-151,No,,,,
,18740,Retribution Gospel Choir,Retribution Gospel Choir,CV005,No,,,,
,18741,Constantines,Kensington Heights,A&C032,No,,,,
,18742,N/A,N/A,,,Missing,,,
,18743,Connie Price and the Keystones,Tell Me Something,URCD217,No,,,,Typos for artist/album on info paper
,18744,Guru’s Jazzmatazz,Back To The Future Mixtape (clean version),,No,,,,
,18745,Sun Kil Moon,April,CV006,Yes,,,,
,18746,This is Ivy League,This Is Ivy League,,No,,,,
,18747,N/A,N/A,,,Missing,,,
,18748,Jamie Lidell,JIM,WARPCD160,No,,,,
,18749,Peter Brötzmann Octet,The Complete Machine Gun Sessions,ALP262CD,No,,,,
,18750,A Shoreline Dream,Avoiding the Consequences,,No,,,,
,18751,V/A,Joe Strummer: The Future Is Unwritten,88697-05162-2,No,,,,
,18752,The Morning Benders,Talking Through Tin Cans,PLU-102,No,,,,
,18753,Random Touch,A Box And A Word,TBR53892,No,,,,
,18754,Random Touch,Duologue,TBR53812,No,,,,
,18755,Mt. Wilson Repeater,Mt. Wilson Repeater,,No,,,,
,18756,Bardo Pond,Batholith,,No,,,,
,18757,M83,Saturdays = Youth,9384 - 2,No,,,,
,18758,Bum Kon,Drunken Sex Sucks,SMOOCH19,No,,,,
,18759,South,You Are Here,,No,,,,
,18760,V/A,The Green Owl Comp: A Benefit For Energy Action, ,No,,,,
,18761,Colin Meloy,Sings Live!,KRS468,No,,,,
,18762,Does It Offend You Yeah?,You Have No Idea What You're Getting Yourself Into,88697-22251-2,No,,,,
,18763,The Gossip,Live In Liverpool,ORAW 34 S1,No,,,,
,18764,Nik Freitas,Sun Down,TL-30,No,,,,
,18765,The Little Ones,Terry Tales & Fallen Gates EP,BRC002,No,,,,
,18766,Islands,Arm’s Way,ANTI 86966-2,No,,,,
,18767,Mason Jennings,In The Ever,UNIF 22025-2,No,,,,
,18768,zerodB,Heavyweight Gringos,,No,,,,
,18769,Nikola Kodjabashia,The Most Of Now,ReR-NK2,No,,,,
,18770,Chris Bathgate,"Wait, Skeleton",,No,,,,
,18771,The Long Blondes,Couples,RTRADCD 464,No,,,,
,18772,Pink Skull,Zeppelin 3,3574,No,,,,
,18773,Snake and Jet’s Amazing Bullit Band,X-Ray Spirit,FROG 056-2,No,,,,
,18774,V/A,Funky Nassau: The Compass Point Story 1980-1986,STRUT033CD,Yes,,,,
,18775,Elf Power,In A Cave,RCD 10942A,No,,,,
,18776,The Death Set,Worldwide,COUNTCD012,No,,,,
,18777,Pete Rock,“NY’s Finest,,Yes,,,,
,18778,No Age,Nouns,SPCD-772,No,,,,
,18779,Nat Baldwin,MVP,BSR4052,No,,,,
,18780,Sally Shapiro,Remix Romance #1,PAPER034,No,,,,
,18781,V/A,The Reprogramming Project,,No,,,,Missing CD
,18782,Boris,Smile,,Yes,,,,
,18783,Spectrum Meets Captain Memphis,Indian Giver,BMR105,No,,,,
,18784,Frightened Rabbit,The Midnight Organ Fight,,No,,,,
,18785,James Pants,Welcome,STH2168,No,,,,
,18786,Frightened Rabbit,Sing The Greys,6.00117E+11,No,,,,
,18787,Supergrass,Diamond Hoo Ha,ASW19734,No,,,,
,18788,Son Ambulance,Someone Else’s Deja Vu,LBJ-120,No,,,,
,18789,Centro-Magic/South San Gabriel,Dual Hawks,MSR048,No,,,,
,18790,Dandy Warhols,Earth To The Dandy Warhols,BTW001,No,,,,
,18791,V/A,"Monika Bärchen: Songs For Bruno, Knut, & Tom",,No,,,,
,18792,El Perro Del Mar,Form The Valley To The Stars,CGO049,No,,,,
,18793,Alex Moulton,Exodus,ETR110,Yes,,,,
,18794,Shy Child,Noise Won’t Stop,KRS494,No,,,,
,18795,Langhorne Slim,Langhorne Slim & The War Eagles,KEM074,No,,,,
,18796,Pattern Is Movement,All Together,HT022,No,,,,
,18797,Portishead,Third,B0011141-02,No,,,,
,18798,Santigold,Santogold,DWT70034,No,,,,
,18799,Drakkar Sauna,Wars And Tornados,,No,,,,
,18800,The Old Haunts,Poisonous Times,KRS492,No,,,,
,18801,The Presets,Apocalypso,MODCD084,Yes,,,,
,18802,Richard Swift,Richard Swift As Onasia / Richard Swift As Onasia II,,No,,,,
,18803,STS9,Peaceblaster,1320-SSA-10,No,,,,
,18804,Jerry Lee Lewis,A Half Century Of Hits (Disc 1),M19229disc,No,,,,
,18805,Jerry Lee Lewis,A Half Century Of Hits (Disc 2),M19230disc B0005951-02,No,,,,
,18806,Jerry Lee Lewis,A Half Century Of Hits (Disc 3),M19231disc OPCD-7863,No,,,,
,18807,Architecture In Helsinki,Like It Or Not EP,PRC-157-2,No,,,,
,18808,Okay,Huggable Dust,AK064,No,,,,
,18809,The Last Shadow Puppets,The Age Of The Understatement,DNO181,No,,,,
,18810,Joan Of Arc,Boo Human,PRC-152,Yes,,,,
,18811,N/A,N/A,,,Missing,,,
,18812,V/A,Soul Messages From Dimona,,No,,,,
,18813,The Night Marchers,See You In Magic,VR496,No,,,,
,18814,Depth Affect,Hero Crisis,,No,,,,
,18815,Jarboe & Justin K Broadrick,J2,,Yes,,,,
,18816,Mudhoney,The Lucky Ones,SPCD765,No,,,,
,18817,J. Spaceman/Sun City Girls,Mister Lonely [Soundtrack],DC360CD,No,,,,
,18818,Matmos,Supreme Balloon,OLE 799-2V,No,,,,
3/13/2023 18:50:45,19377,The Chrislines,Eyeballs of 1998,,No,,,,
3/13/2023 18:49:36,19378,V/A,Verve Remixed Christmas,,No,,,,
3/13/2023 18:48:23,19379,Oblio Duo,Nuclear War EP,,No,,,,
3/13/2023 18:46:55,19380,Reverend Deadeye,Turn or Burn,,No,,,,
3/13/2023 18:45:13,19381,Otem Rellik,Chain Reaction Robot,,No,,,,
3/13/2023 18:43:56,19382,Tallest Man on Earth,Shallow Grave,gra028,No,,Paper Case,,
3/13/2023 18:42:48,19383,The Christines,Here it Comes Again,,No,,,,
3/13/2023 18:40:55,19384,Between The Pine,"Friends, Foe, Kith, and Kin",SAD 02,Yes,,,,
3/13/2023 18:39:28,19385,V/A,Stuck on AM 6:Live From Radio K,,No,,Paper Case,,
3/13/2023 18:34:29,19386,Moon and moon,Vii Acts of an IronKing,Lse 010,No,,,,
3/13/2023 18:31:56,19387,Ivana xl,Ivana xl,,No,,,,
3/13/2023 18:55:47,19389,Death Cab for Cutie,Live at the Crocodile Cafe,BARK79,No,,,,
3/13/2023 18:54:19,19390,Evidence,The Layover Ep,DCN 68,No,,,,
3/13/2023 18:53:00,19391, Luomo,Convival,MDM 20662,No,,,,
3/13/2023 18:51:42,19392,The Loom,At Last Light,,No,,,,
3/13/2023 18:50:36,19393,Los Campesinos!,"We Are Beautiful, We Are Doomed",,No,,,,
3/13/2023 18:49:15,19394,Yximalloo,Unpop,,No,,,,
3/13/2023 18:48:00,19395,Grey Anne,Facts n Figurines,,No,,,,
3/13/2023 18:46:14,19396,Pelle Carlberg,The Lilac Time,,No,,Missing outside cover,,
3/13/2023 18:44:46,19397,V/A,Perfect as Cats,,No,,,,
3/13/2023 18:42:40,19398,Arrington De Dionyso,I See Beyond The Black Sun,KLP200,No,,,,
3/13/2023 18:41:02,19399,Detroit Cobras,The Original Recordings: Singles & Unreleased 1995-97,,No,,,,
3/13/2023 18:37:56,19400,Dub Specialist,Dub,11661-7842-2,Yes,,,,
3/13/2023 19:09:59,19401,VA,Children of the Goo,,Yes,,,,
3/13/2023 19:09:12,19402,Hank Williams iii,Damn Right Rebel Proud,D2-79009,No,,Paper Case,,
3/13/2023 19:08:08,19403,Catfish Haven,Devastator,SC147,No,,,,
3/13/2023 19:07:21,19404,Poptastic ,The Teen Pop Noise Virus,SEELAND 530,No,,,,
3/13/2023 19:06:12,19405,Josef Van Wissem,A Priori (Incunabulum 2008),INCUNABULUM009,No,,,,
3/13/2023 19:04:58,19406,Young Widows,Old Wounds,TRR138,No,,,,
3/13/2023 19:03:31,19407,Oh Astro,Champions of Wonder,1A115,No,,Paper Case,,
3/13/2023 19:00:30,19409,fell,fell,,No,,,,
3/13/2023 18:59:43,19410,LOS MEX PISTOLS DEL NORTE,!esta noche we ride!,NMX 0010-2,No,,,,
3/13/2023 18:58:35,19411,Absentee,Victory Shorts,MI0122CD,Yes,,,,
3/13/2023 18:56:35,19412,Mr. Chop,Lightworlds EP,,No,,,,
3/13/2023 18:55:32,19413,Rivers Cuomo,Alone ii: The Home Recordings of Rivers Cuomo,B0012341-02,No,,,,
3/13/2023 18:54:29,19414,Hacienda,Loud is the Night,ALIVE0089-2,No,,,,
3/13/2023 18:53:04,19415,French Miami,French Miami,DPR 004,Yes,,,,
3/13/2023 19:08:12,19424,Surf City,Surf City,LC 10387,No,,,,
3/13/2023 19:06:22,19425,Cat Power,Dark End of the Street,,Yes,,,,
3/13/2023 19:05:08,19426,Té,"Beyond that, if your soul agrees with your five senses, everything turns into great music",ZNR-055,No,,,,
3/13/2023 19:02:46,19427,Otem Rellik,The Pale of Another Day,dsv 10,Yes,,,,
3/13/2023 19:00:59,19428,Deerhunter,Weird Era Cont. (Microcastle bonus disc),,Yes,,,,
3/8/2023 17:26:12,19450,Horse Feathers,House With No Home,KRS 495,Yes,,,,
2/5/2024 18:45:48,19502,Soft Hands,Hours Pass By,FTR008,No,,,,
2/5/2024 18:47:57,19503,Tobias Froberg,Turn Heads,CLR-0026,No,,,,
2/5/2024 18:50:34,19504,Grampall Jookabox,Ropechain ,AKR051,No,,,,
2/5/2024 18:51:44,19505,Wire,Object 47,PF 17,No,,,,
2/5/2024 18:53:30,19506,Manhattan Love Suicides,Burnt out Landscapes,MMR 048,Yes,,,,
2/5/2024 18:54:53,19507,Myka9,1969,FFINC006,No,,,,
2/5/2024 18:56:39,19508,Volcano Suns,The Bright Orange Years,MRG336,No,,,,
2/5/2024 18:59:23,19509,Matthew Shipp trio,Harmonic Disorder,THI 57187.2,Yes,,,,
2/5/2024 19:00:53,19510,Psychic Ills ,Mirror Eye,TSR 066,No,,,,
2/5/2024 19:02:54,19511,Pavement,Brighten The Corners: Nicene Creedence Edition,OLE 805-2,No,,,,
2/5/2024 19:04:45,19512,J. Tillman,Vacilando Territory Blues,WV056,No,,,,
